dictionary,page_id,record_index,line_index,marker,status,start,end,primary_language,language_distribution,source_ranges,normalized_value,value
Nahuatl-French,page_74,19,111,ps,exact,3089,3094,French-Latin,French-Latin:2,3089:3094,v. n.,v. n.
Nahuatl-French,page_74,19,112,gn,exact,3095,3159,French-Latin,French-Latin:50,3095:3159,aller au ton; avec harmonie; avec ensemble; en parlant du chant.,"Aller au ton, avec harmonie, avec ensemble, en parlant du chant."
Nahuatl-French,page_74,19,113,et,exact,3160,3172,Nahuatl-Latin,French-Latin:1;Nahuatl-Latin:8,3160:3172,r. centetia.,R. centetia.
Nahuatl-French,page_74,20,114,lx,exact,3173,3180,Nahuatl-Latin,Nahuatl-Latin:7,3173:3180,centetl,CENTETL
Nahuatl-French,page_74,20,115,ps,exact,3182,3189,French-Latin,French-Latin:4,3182:3189,adj. n.,adj. n.
Nahuatl-French,page_74,20,116,gn,exact,3190,3272,French-Latin,French-Latin:61,3190:3272,pour compter des objets ronds; tels que pierre; fruit; œuf; colline; etc. un; une;,"pour compter des objets ronds, tels que pierre, fruit, œuf, colline, etc. Un, une;"
Nahuatl-French,page_74,20,117,xv,compact,3273,3292,Nahuatl-Latin,Nahuatl-Latin:16,3273:3292,centetl capullotl;,"centetl capullotl,"
Nahuatl-French,page_74,20,118,xn,compact,3294,3317,French-Latin,French-Latin:18,3294:3317,un grain (de raisin; etc.);,"un grain (de raisin, etc.);"
Nahuatl-French,page_74,20,119,xv,compact,3321,3342,Nahuatl-Latin,Nahuatl-Latin:18,3321:3342,centetl ichca-tomitl;,"centetl ichca-tomitl,"
Nahuatl-French,page_74,20,120,xn,exact,3344,3362,French-Latin,French-Latin:14,3344:3362,une toison; laine;,"une toison, laine;"
Nahuatl-French,page_74,20,121,xv,token,3363,3392,Nahuatl-Latin,Nahuatl-Latin:24,3363:3370;3371:3378;3382:3392,centetl yachcho; ixinachcho;,"centetl yachcho, ixinachcho,"
Nahuatl-French,page_74,20,122,xn,exact,3394,3414,French-Latin,French-Latin:16,3394:3414,un grain de semence;,un grain de semence;
Nahuatl-French,page_74,20,123,xv,exact,3415,3432,Nahuatl-Latin,Nahuatl-Latin:15,3415:3432,centetl quaquaue;,"centetl quaquaue,"
Nahuatl-French,page_74,20,124,xn,exact,3433,3457,French-Latin,French-Latin:19,3433:3457,une tête de gros bétail;,une tête de gros bétail;
Nahuatl-French,page_74,20,125,xv,partial,3458,3465,Nahuatl-Latin,Nahuatl-Latin:7,3458:3465,centetl quaquaultentzone;,"centetl quaquaultentzone,"
Nahuatl-French,page_74,20,126,xn,exact,3484,3508,French-Latin,French-Latin:19,3484:3508,une tête de menu bétail;,une tête de menu bétail;
Nahuatl-French,page_74,20,127,xv,exact,3509,3520,Nahuatl-Latin,Nahuatl-Latin:9,3509:3520,oc centetl;,"oc centetl,"
Nahuatl-French,page_74,20,128,xn,exact,3521,3537,French-Latin,French-Latin:12,3521:3537,autre; un autre.,"autre, un autre."
Nahuatl-French,page_74,20,129,mr,exact,3542,3551,Nahuatl-Latin,Nahuatl-Latin:6,3542:3551,ce; tetl.,"ce, tetl."
Nahuatl-French,page_74,21,130,lx,exact,3552,3562,Nahuatl-Latin,Nahuatl-Latin:10,3552:3562,centettica,CENTETTICA
Nahuatl-French,page_74,21,131,ps,exact,3564,3568,French-Latin,French-Latin:3,3564:3568,adj.,adj.
Nahuatl-French,page_74,21,132,gn,exact,3569,3597,French-Latin,French-Latin:21,3569:3597,entier; entière; qui est un.,"Entier, entière, qui est un."
Nahuatl-French,page_74,21,133,mr,exact,3602,3615,Nahuatl-Latin,Nahuatl-Latin:10,3602:3615,centetia; ca.,"centetia, ca."
Nahuatl-French,page_74,22,134,lx,exact,3616,3626,Nahuatl-Latin,Nahuatl-Latin:10,3616:3626,centettiuh,CENTETTIUH
Nahuatl-French,page_74,22,135,pd,exact,3076,3087,Nahuatl-Latin,Nahuatl-Latin:11,3076:3087,ocentetitia,ocentetitia
Nahuatl-French,page_74,22,136,ps,exact,3643,3648,French-Latin,French-Latin:2,3643:3648,v. n.,v. n.
Nahuatl-French,page_74,22,137,gn,exact,3649,3698,French-Latin,French-Latin:37,3649:3698,être d'accord; aller au ton; en parlant du chant.,"Être d'accord, aller au ton, en parlant du chant."
Nahuatl-French,page_74,22,138,mr,exact,3702,3711,Nahuatl-Latin,Nahuatl-Latin:8,3702:3711,centetia.,centetia.
Nahuatl-French,page_74,23,139,lx,exact,3712,3724,Nahuatl-Latin,Nahuatl-Latin:12,3712:3724,centettiuitz,CENTETTIUITZ
Nahuatl-French,page_74,23,140,pd,exact,3729,3743,Nahuatl-Latin,Nahuatl-Latin:14,3729:3743,ocentettiuitza,ocentettiuitza
Nahuatl-French,page_74,23,141,ps,exact,3745,3750,French-Latin,French-Latin:2,3745:3750,v. n.,v. n.
Nahuatl-French,page_74,23,142,gn,exact,3751,3782,French-Latin,French-Latin:25,3751:3782,aller ensemble; former un tout;,"Aller ensemble, former un tout;"
Nahuatl-French,page_74,23,143,xv,exact,3783,3803,Nahuatl-Latin,Nahuatl-Latin:18,3783:3803,acalli centettiuitz;,"acalli centettiuitz,"
Nahuatl-French,page_74,23,144,xn,exact,3804,3831,French-Latin,French-Latin:22,3804:3831,flotte; réunion de navires.,"flotte, réunion de navires."
Nahuatl-French,page_74,23,145,mr,exact,3836,3851,Nahuatl-Latin,Nahuatl-Latin:12,3836:3851,centetia; uitz.,"centetia, uitz."
Nahuatl-French,page_74,24,146,lx,exact,3852,3863,Nahuatl-Latin,Nahuatl-Latin:11,3852:3863,centexcalli,CENTEXCALLI
Nahuatl-French,page_74,24,147,ps,exact,3865,3867,French-Latin,French-Latin:1,3865:3867,s.,s.
Nahuatl-French,page_74,24,148,gn,exact,3868,3905,French-Latin,French-Latin:29,3868:3905,une fournée de pain ou d'autre chose.,Une fournée de pain ou d'autre chose.
Nahuatl-French,page_74,24,149,mr,exact,3910,3923,Nahuatl-Latin,Nahuatl-Latin:10,3910:3923,ce; texcalli.,"ce, texcalli."
Nahuatl-French,page_74,25,150,lx,exact,3924,3936,Nahuatl-Latin,Nahuatl-Latin:12,3924:3936,centiachcauh,CENTIACHCAUH
Nahuatl-French,page_74,25,151,ps,exact,3938,3942,French-Latin,French-Latin:3,3938:3942,adj.,adj.
Nahuatl-French,page_74,25,152,gn,exact,3943,3968,French-Latin,French-Latin:20,3943:3968,le plus grand; supérieur.,"Le plus grand, supérieur."
Nahuatl-French,page_74,25,153,mr,exact,3973,3988,Nahuatl-Latin,Nahuatl-Latin:12,3973:3988,cen; tiachcauh.,"cen, tiachcauh."
Nahuatl-French,page_74,26,154,lx,exact,3989,3999,Nahuatl-Latin,Nahuatl-Latin:10,3989:3999,centiuitze,CENTIUITZE
Nahuatl-French,page_74,26,155,ps,exact,4001,4008,French-Latin,French-Latin:4,4001:4008,adj. v.,adj. v.
Nahuatl-French,page_74,26,156,gn,exact,4009,4060,French-Latin,French-Latin:40,4009:4060,qui sont du même âge; en parlant de deux personnes.,"Qui sont du même âge, en parlant de deux personnes."
Nahuatl-French,page_74,26,157,mr,exact,4065,4075,Nahuatl-Latin,Nahuatl-Latin:7,4065:4075,cen; uitz.,"cen, uitz."
Nahuatl-French,page_74,27,158,lx,exact,4076,4082,Nahuatl-Latin,Nahuatl-Latin:6,4076:4082,centla,CENTLA
Nahuatl-French,page_74,27,159,so,exact,4082,4090,French-Latin,French-Latin:4,4082:4090,(clav.).,(Clav.).
Nahuatl-French,page_74,27,160,gn,compact,4091,4230,French-Latin,French-Latin:99;Nahuatl-Latin:10,4091:4230,village de tabasco; près du-quel les soldats de cortès remportèrent leur pre-mière victoire (25 mars 1519). — quartier de tla-telolco (bét.).,"Village de Tabasco, près du-quel les soldats de Cortès remportèrent leur pre-mière victoire (25 mars 1519). — Quartier de Tla-telolco (Bét.)."
Nahuatl-French,page_74,28,161,lx,exact,4234,4245,Nahuatl-Latin,Nahuatl-Latin:11,4234:4245,centlaantli,CENTLAANTLI
Nahuatl-French,page_74,28,162,ps,exact,4247,4249,French-Latin,French-Latin:1,4247:4249,s.,s.
Nahuatl-French,page_74,28,163,gn,compact,4250,4286,French-Latin,French-Latin:28,4250:4286,une grappe (de raisin; de dattes; etc.).,"Une grappe (de raisin, de dattes, etc.)."
Nahuatl-French,page_74,28,164,mr,exact,4294,4307,Nahuatl-Latin,Nahuatl-Latin:10,4294:4307,ce; tlaantli.,"ce, tlaantli."
Nahuatl-French,page_74,29,165,lx,exact,4308,4316,Nahuatl-Latin,Nahuatl-Latin:8,4308:4316,centlaca,CENTLACA
Nahuatl-French,page_74,29,166,ps,exact,4318,4326,French-Latin,French-Latin:5,4318:4326,s. plur.,s. plur.
Nahuatl-French,page_74,29,167,gn,compact,4327,4357,French-Latin,French-Latin:24,4327:4357,personnes d'une même fa-mille;,Personnes d'une même fa-mille;
Nahuatl-French,page_74,29,168,xv,exact,4359,4370,Nahuatl-Latin,Nahuatl-Latin:10,4359:4370,ticentlaca;,"ticentlaca,"
Nahuatl-French,page_74,29,169,xn,compact,4371,4427,French-Latin,French-Latin:43,4371:4427,nous sommes tous de la même fa-mille; de la même nation.,"nous sommes tous de la même fa-mille, de la même nation."
Nahuatl-French,page_74,29,170,mr,exact,4433,4446,Nahuatl-Latin,Nahuatl-Latin:10,4433:4446,cen; tlacatl.,"cen, tlacatl."
Nahuatl-French,page_74,30,171,lx,exact,4447,4455,Nahuatl-Latin,Nahuatl-Latin:8,4447:4455,centlaça,CENTLAÇA
Nahuatl-French,page_74,30,172,pd,exact,4460,4468,Nahuatl-Latin,Nahuatl-Latin:8,4460:4468,ocentlaz,ocentlaz
Nahuatl-French,page_74,30,173,if,exact,4470,4473,Nahuatl-Latin,Nahuatl-Latin:3,4470:4473,nic,nic
Nahuatl-French,page_74,30,174,gn,compact,4476,4523,French-Latin,French-Latin:38,4476:4523,rejeter; repous-ser quelqu'un ou quelque chose;,"rejeter, repous-ser quelqu'un ou quelque chose;"
Nahuatl-French,page_74,30,175,xv,exact,4525,4545,Nahuatl-Latin,Nahuatl-Latin:18,4525:4545,nic-centlaça noyollo,nic-centlaça noyollo
Tiri-English,page_15,0,0,lx,exact,2,7,Tiri-Latin,Tiri-Latin:5,2:7,bʷaði,bʷaði
Tiri-English,page_15,0,1,ge,exact,8,16,English-Latin,English-Latin:7,8:16,the gums,the gums
Tiri-English,page_15,0,2,se,exact,18,25,Tiri-Latin,Tiri-Latin:7,18:25,bʷaðirɔ,bʷaðirɔ
Tiri-English,page_15,0,3,ge,exact,26,33,English-Latin,English-Latin:6,26:33,my gums,my gums
Tiri-English,page_15,1,4,lx,exact,35,42,Tiri-Latin,Tiri-Latin:7,35:42,bʷaahɔ̃,bʷaahɔ̃
Tiri-English,page_15,1,5,ge,exact,43,53,English-Latin,English-Latin:8,43:53,to be mute,to be mute
Tiri-English,page_15,2,6,lx,exact,55,60,Tiri-Latin,Tiri-Latin:5,55:60,bʷãĩĩ,bʷãĩĩ
Tiri-English,page_15,2,7,ge,exact,61,73,English-Latin,English-Latin:11,61:73,balloon fish,balloon fish
Tiri-English,page_15,3,8,lx,exact,75,81,Tiri-Latin,Tiri-Latin:6,75:81,bʷairi,bʷairi
Tiri-English,page_15,3,9,ge,exact,82,93,English-Latin,English-Latin:10,82:93,black paint,black paint
Tiri-English,page_15,4,10,lx,exact,95,102,Tiri-Latin,Tiri-Latin:7,95:102,bʷamera,bʷamera
Tiri-English,page_15,4,11,ge,exact,103,126,English-Latin,English-Latin:14;Tiri-Latin:5,103:126,a bird related to baeho,a bird related to baeho
Tiri-English,page_15,4,12,gn,exact,128,139,French-Latin,French-Latin:10,128:139,buse chauve,buse chauve
Tiri-English,page_15,5,13,lx,exact,142,147,Tiri-Latin,Tiri-Latin:5,142:147,bʷaŋũ,bʷaŋũ
Tiri-English,page_15,5,14,ue,exact,147,150,meta,,147:150,[m],[M]
Tiri-English,page_15,5,15,ge,exact,151,157,English-Latin,English-Latin:6,151:157,anchor,anchor
Tiri-English,page_15,5,16,cf,exact,162,168,Tiri-Latin,English-Latin:1;Tiri-Latin:4,162:168,bɔwɔ 2,bɔwɔ 2
Tiri-English,page_15,6,17,lx,exact,171,175,Tiri-Latin,Tiri-Latin:4,171:175,bʷao,bʷao
Tiri-English,page_15,6,18,ge,exact,176,257,English-Latin,English-Latin:65,176:257,top of the bottom posts of the round house where the roof is attached to the wall,top of the bottom posts of the round house where the roof is attached to the wall
Tiri-English,page_15,7,19,lx,exact,259,264,Tiri-Latin,Tiri-Latin:5,259:264,bʷařa,bʷařa
Tiri-English,page_15,7,20,se,exact,269,277,Tiri-Latin,Tiri-Latin:8,269:277,nĩabʷařa,nĩabʷařa
Tiri-English,page_15,7,21,ge,exact,278,287,English-Latin,English-Latin:8,278:287,the groin,the groin
Tiri-English,page_15,8,22,lx,exact,289,296,Tiri-Latin,Tiri-Latin:7,289:296,bʷãřãwã,bʷãřãwã
Tiri-English,page_15,8,23,ge,exact,297,339,English-Latin,English-Latin:36,297:339,roofing of straw with roots placed outward,roofing of straw with roots placed outward
Tiri-English,page_15,9,24,lx,exact,341,347,Tiri-Latin,Tiri-Latin:6,341:347,bʷããřĩ,bʷããřĩ
Tiri-English,page_15,9,25,ge,exact,348,381,English-Latin,English-Latin:27,348:381,to go all the way round something,to go all the way round something
Tiri-English,page_15,10,26,lx,exact,383,388,Tiri-Latin,Tiri-Latin:5,383:388,bʷara,bʷara
Tiri-English,page_15,10,27,ge,exact,389,401,English-Latin,English-Latin:11,389:401,the forehead,the forehead
Tiri-English,page_15,10,28,cf,exact,405,414,Tiri-Latin,Tiri-Latin:5,405:414,[m] bʷašã,[M] bʷašã
Tiri-English,page_15,10,29,se,exact,417,425,Tiri-Latin,Tiri-Latin:8,417:425,bʷaraanĩ,bʷaraanĩ
Tiri-English,page_15,10,30,ge,exact,426,438,English-Latin,English-Latin:11,426:438,his forehead,his forehead
Tiri-English,page_15,11,31,lx,exact,440,447,Tiri-Latin,Tiri-Latin:7,440:447,bʷaraya,bʷaraya
Tiri-English,page_15,11,32,ge,compact,448,476,English-Latin,English-Latin:23,448:476,having a receding hairline,having a receding hairline
Tiri-English,page_15,11,33,cf,exact,481,490,Tiri-Latin,Tiri-Latin:7,481:490,bʷara; ya,"bʷara, ya"
Tiri-English,page_15,12,34,lx,exact,493,498,Tiri-Latin,Tiri-Latin:5,493:498,bʷaro,bʷaro
Tiri-English,page_15,12,35,ge,exact,499,517,English-Latin,English-Latin:15,499:517,crest of a rooster,crest of a rooster
Tiri-English,page_15,12,36,se,exact,519,528,Tiri-Latin,Tiri-Latin:8,519:528,bʷaro meɔ,bʷaro meɔ
Tiri-English,page_15,13,37,lx,exact,530,535,Tiri-Latin,Tiri-Latin:5,530:535,bʷašã,bʷašã
Tiri-English,page_15,13,38,ue,exact,535,538,meta,,535:538,[m],[M]
Tiri-English,page_15,13,39,ge,exact,539,551,English-Latin,English-Latin:11,539:551,the forehead,the forehead
Tiri-English,page_15,13,40,cf,exact,556,561,Tiri-Latin,Tiri-Latin:5,556:561,bʷara,bʷara
Tiri-English,page_15,14,41,lx,exact,564,571,Tiri-Latin,Tiri-Latin:7,564:571,bʷašaye,bʷašaye
Tiri-English,page_15,14,42,ge,exact,572,588,English-Latin,English-Latin:14,572:588,small taro field,small taro field
Tiri-English,page_15,15,43,lx,exact,590,596,Tiri-Latin,Tiri-Latin:6,590:596,bʷawĩĩ,bʷawĩĩ
Tiri-English,page_15,15,44,ge,exact,597,613,English-Latin,English-Latin:12,597:613,dull; of a point,"dull, of a point"
Tiri-English,page_15,16,45,lx,exact,615,623,Tiri-Latin,Tiri-Latin:8,615:623,bʷeṉɔ̃ɔ̃,bʷeṉɔ̃ɔ̃
Tiri-English,page_15,16,46,ge,exact,624,635,English-Latin,English-Latin:9,624:635,to be drunk,to be drunk
Tiri-English,page_15,17,47,lx,exact,637,641,Tiri-Latin,Tiri-Latin:4,637:641,bʷeu,bʷeu
Tiri-English,page_15,17,48,ge,compact,642,692,English-Latin,English-Latin:39,642:692,to be clean; cleared; more or less level (of ground),"to be clean, cleared, more or less level (of ground)"
Tiri-English,page_15,18,49,lx,exact,695,699,Tiri-Latin,Tiri-Latin:4,695:699,bʷɛ̃,bʷɛ̃
Tiri-English,page_15,18,50,ge,exact,700,714,English-Latin,English-Latin:12,700:714,many; numerous,"many, numerous"
Tiri-English,page_15,19,51,lx,exact,716,723,Tiri-Latin,Tiri-Latin:7,716:723,bʷɛ̃řɛ̃,bʷɛ̃řɛ̃
Tiri-English,page_15,19,52,ge,compact,724,755,English-Latin,English-Latin:26,724:755,a mark representing something,a mark representing something
Tiri-English,page_15,19,53,se,exact,757,769,Tiri-Latin,Tiri-Latin:11,757:769,bʷɛ̃řɛ̃ tivi,bʷɛ̃řɛ̃ tivi
Tiri-English,page_15,19,54,ge,exact,770,800,English-Latin,English-Latin:24,770:800,the high-water mark of a flood,the high-water mark of a flood
Tiri-English,page_15,19,55,nt,compact,802,847,English-Latin,English-Latin:28;Tiri-Latin:9,802:847,possibly in nibʷɛ̃řɛ̃ 'time for; of; something',"possibly in nibʷɛ̃řɛ̃ 'time for, of, something'"
Tiri-English,page_15,20,56,lx,exact,850,856,Tiri-Latin,Tiri-Latin:6,850:856,bʷɛ̃řĩ,bʷɛ̃řĩ
Tiri-English,page_15,20,57,se,exact,861,869,Tiri-Latin,Tiri-Latin:8,861:869,ṯɔbʷɛ̃řĩ,ṯɔbʷɛ̃řĩ
Tiri-English,page_15,20,58,ge,exact,870,888,English-Latin,English-Latin:16,870:888,to close something,to close something
Tiri-English,page_15,20,59,se,exact,890,900,Tiri-Latin,Tiri-Latin:10,890:900,ṯɔrɔbʷɛ̃řĩ,ṯɔrɔbʷɛ̃řĩ
Tiri-English,page_15,20,60,ge,exact,901,920,English-Latin,English-Latin:17,901:920,to cover completely,to cover completely
Tiri-English,page_15,20,61,se,exact,922,929,Tiri-Latin,Tiri-Latin:7,922:929,ubwɛ̃řĩ,ubwɛ̃řĩ
Tiri-English,page_15,20,62,ge,exact,930,948,English-Latin,English-Latin:16,930:948,to close something,to close something
Tiri-English,page_15,21,63,lx,exact,950,954,Tiri-Latin,Tiri-Latin:4,950:954,bʷii,bʷii
Tiri-English,page_15,21,64,hm,exact,955,956,English-Latin,English-Latin:1,955:956,1,1
Tiri-English,page_15,21,65,ge,exact,958,988,English-Latin,English-Latin:24,958:988,the last of something; the end,"the last of something, the end"
Tiri-English,page_15,22,66,lx,exact,990,994,Tiri-Latin,Tiri-Latin:4,990:994,bʷii,bʷii
Tiri-English,page_15,22,67,hm,exact,995,996,English-Latin,English-Latin:1,995:996,2,2
Tiri-English,page_15,22,68,ge,exact,998,1013,English-Latin,English-Latin:13,998:1013,variety of taro,variety of taro
Tiri-English,page_15,23,69,lx,exact,1015,1022,Tiri-Latin,Tiri-Latin:7,1015:1022,bʷĩřĩnĩ,bʷĩřĩnĩ
Tiri-English,page_15,23,70,ge,exact,1023,1051,English-Latin,English-Latin:22,1023:1051,a heap of yams or other food,a heap of yams or other food
Tiri-English,page_15,24,71,lx,exact,1053,1058,Tiri-Latin,Tiri-Latin:5,1053:1058,bʷiwi,bʷiwi
Tiri-English,page_15,24,72,ge,compact,1059,1085,English-Latin,English-Latin:16;Tiri-Latin:6,1059:1085,a cowry (larger than waðiði),a cowry (larger than waðiði)
Tiri-English,page_15,25,73,lx,exact,1090,1098,Tiri-Latin,Tiri-Latin:8,1090:1098,cituanɛ̃,cituanɛ̃
Tiri-English,page_15,25,74,ge,compact,1099,1171,English-Latin,English-Latin:59,1099:1171,the traditional right-hand man of the chief who served as his messenger,the traditional right-hand man of the chief who served as his messenger
Tiri-English,page_15,25,75,nt,exact,1173,1192,English-Latin,English-Latin:18,1173:1192,presumably borrowed,presumably borrowed
Tiri-English,page_15,26,76,lx,exact,1196,1201,Tiri-Latin,Tiri-Latin:5,1196:1201,çiibə,çiibə
Tiri-English,page_15,26,77,ge,exact,1202,1220,English-Latin,English-Latin:15,1202:1220,the non-native rat,the non-native rat
Tiri-English,page_15,26,78,ue,exact,1222,1241,English-Latin,English-Latin:18,1222:1241,presumably borrowed,presumably borrowed
Tiri-English,page_15,27,79,lx,exact,1245,1247,Tiri-Latin,Tiri-Latin:2,1245:1247,dã,dã
Tiri-English,page_15,27,80,ge,exact,1248,1258,English-Latin,English-Latin:8,1248:1258,day; light,"day, light"
Tiri-English,page_15,28,81,lx,exact,1260,1263,Tiri-Latin,Tiri-Latin:3,1260:1263,dae,dae
Tiri-English,page_15,28,82,hm,exact,1264,1265,English-Latin,English-Latin:1,1264:1265,1,1
Tiri-English,page_15,28,83,ge,exact,1267,1283,English-Latin,English-Latin:14,1267:1283,something; thing,"something, thing"
Tiri-English,page_15,29,84,lx,exact,1285,1288,Tiri-Latin,Tiri-Latin:3,1285:1288,dae,dae
Tiri-English,page_15,29,85,hm,exact,1289,1290,English-Latin,English-Latin:1,1289:1290,2,2
Tiri-English,page_15,29,86,se,exact,1296,1301,Tiri-Latin,Tiri-Latin:5,1296:1301,dodae,dodae
Tiri-English,page_15,29,87,ge,exact,1302,1334,English-Latin,English-Latin:26,1302:1334,something woven; a mat; clothing,"something woven; a mat, clothing"
Tiri-English,page_15,30,88,lx,exact,1336,1341,Tiri-Latin,Tiri-Latin:5,1336:1341,daešə,daešə
Tiri-English,page_15,30,89,ge,exact,1342,1363,English-Latin,English-Latin:18,1342:1363,an encounter; meeting,"an encounter, meeting"
Tiri-English,page_15,30,90,cf,exact,1368,1372,Tiri-Latin,English-Latin:1;Tiri-Latin:2,1368:1372,šə 1,šə 1
Tiri-English,page_15,31,91,lx,exact,1375,1379,Tiri-Latin,Tiri-Latin:4,1375:1379,dãɛ̃,dãɛ̃
Tiri-English,page_15,31,92,ge,compact,1380,1456,English-Latin,English-Latin:61,1380:1456,a tree with hard wood used to make warclubs (grows in red soil and dry forest),a tree with hard wood used to make warclubs (grows in red soil and dry forest)
Tiri-English,page_15,32,93,lx,exact,1459,1465,Tiri-Latin,Tiri-Latin:6,1459:1465,damiři,damiři
Tiri-English,page_15,32,94,ge,exact,1466,1479,English-Latin,English-Latin:12,1466:1479,clear weather,clear weather
